音楽を<聞きた>。	音楽を(聞いた)。
このケーキは<あまい、おいしい>です。	このケーキは(あまくておいしい)です。
教室におやつを食べては<行きません>。	教室におやつを食べては(いけません)。
教室<におやつを食べては行きません>。	教室(でおやつを食べてはいけません)。
日本語を<話してことはかんたん>です。	日本語を(話すことはかんたん)です。
朝ごはんを<食べるます>。	朝ごはんを(食べます)。
<うちで>帰りました。	(うちに)帰りました。
<春休みを>好きです。	(春休みが)好きです。
出身地は日本の<どこがありますか>。	出身地は日本の(どこですか)。
出身地は日本の<どこがありますか>。	出身地は日本の(どこにありますか)。
明日、大学の図書館に<きってください>。	明日、大学の図書館に(きてください)。
数学の試験はちょっと易しくなかった<と思いました>。	数学の試験はちょっと易しくなかった(と思います)。
数学の試験は<ちょっと易しくなかった>と思いました。	数学の試験は(あまり易しくなかった)と思いました。
数学の試験はちょっと<易しくなかった>と思いました。	数学の試験はちょっと(難しかった)と思いました。
<宿題に>忘れました。	(宿題を)忘れました。
<どうしたん>。	(どうしたの)。
<どうしたん>。	(どうしたんだ)。
<せん月は10月になるでしょう>。	(らい月は10月でしょう)。
<せん月>は10月になるでしょう。	(らい月)は10月になるでしょう。
せん月は<10月になるでしょう>。	せん月は(10月だったでしょう)。
本を<借りますから>、図書館に行く。	本を(借りるから)、図書館に行く。
本を<借りますから>、図書館に行く。	本を(借りるために)、図書館に行く。
本を<借りますから>、図書館に行く。	本を(借りるので)、図書館に行く。
書道を<しみたい>です。	書道を(してみたい)です。
音楽を<聞くながら>、運転する。	音楽を(聞きながら)、運転する。
<大学に>写真をとってはいけません。	(大学で)写真をとってはいけません。
庭に花が5本<います>。	庭に花が5本(あります)。
私は今とても<疲れてです>。	私は今とても(疲れています)。
明日は、雨が<ふるでしょうです>。	明日は、雨が(ふるでしょう)。
バスで<学校は>行きます。	バスで(学校に)行きます。
今日、田中さんに<あいて>、話しました。	今日、田中さんに(あって)、話しました。
きのう、学校に<行きたなかった>です。	きのう、学校に(行きたくなかった)です。
<きっさてんに>コーヒーをのみます。	(きっさてんで)コーヒーをのみます。
あそこのうどんは<美味しいだ>と思います。	あそこのうどんは(美味しい)と思います。
<あそこうどん>は美味しいと思います。	(あそこのうどん)は美味しいと思います。
アニメが<好きの人>は兄です。	アニメが(好きな人)は兄です。
子どもの時、よく<母は>「勉強しなさい」と言われました。	子どもの時、よく(母に)「勉強しなさい」と言われました。
この<大学に>三年間教えております。	この(大学で)三年間教えております。
お金は<あまり持っていました>。	お金は(あまり持っていませんでした)。
お金は<あまり持っていました>。	お金は(あまり持っていません)。
今日学校は<早い>終わりました。	今日学校は(早く)終わりました。
私は日本語が<上手ない>です。	私は日本語が(上手じゃない)です。
<元気くない>です。	(元気じゃない)です。
日本<に>会いましょう。	日本(で)会いましょう。
昨日宿題を<したんでした>。	昨日宿題を(したんです)。
昨日宿題を<したんでした>。	昨日宿題を(したんだ)。
昨日宿題を<したんでした>。	昨日宿題を(しました)。
夏休みに、プールで<泳ぎたり>、ゲームをしたりする。	夏休みに、プールで(およいだり)、ゲームをしたりする。
だめな車が<ほしいくない>です。	だめな車が(ほしくない)です。
<だめな車がほしいくないです>。	(だめな車はほしくないです)。
タバコを<すってを>やめましょう。	タバコを(すうのを)やめましょう。
これは<赤いじゃないです>。	これは(赤じゃないです)。
これは<赤いじゃない>です。	これは(赤くない)です。
<宿題が>明日します。	(宿題を)明日します。
<宿題が>明日します。	(宿題は)明日します。
私は今夜すきやきを<作ろう思います>。	私は今夜すきやきを(作ろうと思います)。
<お化粧をしてはいい>ですか。	(お化粧をしてもいい)ですか。
このあいだ、<デパートは>セールがあった時、かったんです。	このあいだ、(デパートで)セールがあった時、かったんです。
このあいだ、デパートはセールが<あった時、かったんです>。	このあいだ、デパートはセールが(あって、かったんです)。
このあいだ、<デパートはセールがあった時>、かったんです。	このあいだ、(デパートにセールがあった時)、かったんです。
週末は、本を読んだり、映画を<見たりです>。	週末は、本を読んだり、映画を(見たりします)。
入学試験を合格<するのため>にたくさん勉強しました。	入学試験を合格(するため)にたくさん勉強しました。
私のペット<を>とてもうるさいです。	私のペット(は)とてもうるさいです。
そば<に>食べたいです。	そば(が)食べたいです。
<そばに食べたいです>。	(そばを食べたいです)。
友だちは6月に日本に行く<が>言いました。	友だちは6月に日本に行く(と)言いました。
兄は<いい頭があります>。	兄は(頭がいいです)。
日本へ友達と行きたいですが、<家族と行きますもいい>です。	日本へ友達と行きたいですが、(家族と行ってもいい)です。
日本へ友達と行きたいですが、<家族と行きますもいいです>。	日本へ友達と行きたいですが、(家族と行ってもいいですか)。
日本へ友達と行きたいですが、<家族と行きますもいいです>。	日本へ友達と行きたいですが、(家族と行くのもいいです)。
子どもとゲームを<しませんですか>。	子どもとゲームを(しませんか)。
学校の食堂は<静かくない>です。	学校の食堂は(静かじゃない)です。
あまりピザは<嫌いません>。	あまりピザは(嫌いじゃない)。
<あまりピザは嫌いません>。	(あまりピザは嫌いじゃありません)。
<あまりピザは嫌いません>。	(あまりピザは嫌いではありません)。
日本人はこれを<何いいますか>。	日本人はこれを(何といいますか)。
日本人は<これを何いいますか>。	日本人は(これが何といいますか)。
漢字を<書いてできます>か。	漢字を(書けます)か。
漢字を<書いて>できますか。	漢字を(書くことが)できますか。
<図書館でいろいろな本がそうです>。	(図書館にいろいろな本があるそうです)。
図書館でいろいろな<本がそうです>。	図書館でいろいろな(本がありそうです)。
図書館でいろいろな<本がそうです>。	図書館でいろいろな(本があるそうです)。
いいえ、ふるい<教科書を>です。	いいえ、ふるい(教科書)です。
毎日やさいを食べる<つもります>。	毎日やさいを食べる(つもりです)。
今日、勉強する<つもります>。	今日、勉強する(つもりです)。
<写真が>とりました。	(写真を)とりました。
このスマフォが<日本に>使えますか。	このスマフォが(日本で)使えますか。
この<スマフォが日本に使えますか>。	この(スマホが日本で使えますか)。
この<スマフォが>日本に使えますか。	この(スマフォは)日本に使えますか。
<おとうとを>歌をうたいます。	(おとうとと)歌をうたいます。
<おとうとを>歌をうたいます。	(おとうとは)歌をうたいます。
<おとうとを>公園に行った。	(おとうとと)公園に行った。
<おとうとを公園>に行った。	(おとうとは公園)に行った。
この本は<あまり面白かったです>。	この本は(あまり面白くなかったです)。
この本はあまり<面白かった>です。	この本はあまり(面白くない)です。
日本に<生きたいだったら>、お金が要ります。	日本に(行きたかったら)、お金が要ります。
<日本に生きたいだったら>、お金が要ります。	(日本に生活しかったら)、お金が要ります。
明日は雨が<降りかもしれない>。	明日は雨が(降るかもしれない)。
明日は雨が<降りますかもしれない>。	明日は雨が(降るかもしれない)。
この本もあまり<面白かったじゃありませんでした>。	この本もあまり(面白くありませんでした)。
この本もあまり<面白かったじゃありませんでした>。	この本もあまり(面白くなかったです)。
休みは、<どこにか>行きましたか	休みは、(どこかに)行きましたか
休みは、<どこにか>行きましたか	休みは、(どこか)行きましたか
休みは、<どこにか行きましたか>	休みは、(どこに行きましたか)。
料理を<作らじゃない>。	料理を(作らない)。
これは<スーをもの>ですか。	これは(スーのもの)ですか。
ダンスに、<どれドレス>を着ますか。	ダンスに、(どのドレス)を着ますか。
<楽しいではありません>。	(楽しくありません)。
<楽しいでは>ありません。	(楽しくは)ありません。
先生は<厳しいじゃない>です。	先生は(厳しくない)です。
日曜日に、ねたり、本を<よみたり>します。	日曜日に、ねたり、本を(よんだり)します。
日曜日に、ねたり、<本をよみたり>します。	日曜日に、ねたり、(本を読んだり)します。
雪がたくさん<降ています>。	雪がたくさん(降っています)。
犯罪者は、銃で、三人の学生を<殺った>。	犯罪者は、銃で、三人の学生を(殺した)。
犯罪者は、銃で、<三人もの人>を殺した。	犯罪者は、銃で、(三人も)殺した。
<綺麗からし>、日本に行って見たいです。	(綺麗だから)、日本に行って見たいです。
<綺麗からし>、日本に行って見たいです。	(綺麗ですから、)、日本に行って見たいです。
<綺麗からし>、日本に行って見たいです。	(綺麗だし)、日本に行って見たいです。
来年、<日本に>仕事します。	来年、(日本で)仕事します。
来年、<日本に仕事します>。	来年、(日本に仕事しに行きます)。
友達のスーザンは、目が<青で>、綺麗だ。	友達のスーザンは、目が(青くて)、綺麗だ。
<明日>、そうじしました。	(昨日)、そうじしました。
明日、<そうじしました>。	明日、(そうじします)。
すみません<この辺で>喫茶店はありますか。	すみません(この辺に)喫茶店はありますか。
<すみませんこの辺で喫茶店は>ありますか。	(すみません、この辺に喫茶店が)ありますか。
<すみません>この辺で喫茶店はありますか。	(すみません、)この辺で喫茶店はありますか。
アイスクリームが美味しいですが、<ヘルシーくない>そうです。	アイスクリームが美味しいですが、(ヘルシーじゃない)そうです。
アイスクリームが美味しいですが、<ヘルシーくないそう>です。	アイスクリームが美味しいですが、(ヘルシーじゃなさ)です。
<アイスクリームが美味しいですが、ヘルシーくないそうです>。	(アイスクリームは美味しいですが、ヘルシーじゃないそうです)。
雨が<降るます>。	雨が(降ります)。
教科書を<借りって>もいいですか。	教科書を(借りて)もいいですか。
<うるさいの人>があまり好きではありません。	(うるさい人)があまり好きではありません。
家のそばに公園が<います>。	家のそばに公園が(あります)。
日本語を<話すは>かんたんです。	日本語を(話すのは)かんたんです。
子どもが<大きいになりました>。	子どもが(大きくなりました)。
<一つ目の>違うことは、家で使います。	(一つ目に)違うことは、家で使います。
一つ目の違うことは、<家で使います>。	一つ目の違うことは、(家で使うことです)。
<泳ぐ>ません。	(泳ぎ)ません。
<泳ぐ>ません。	(泳げ)ません。
アメリカから<来るました>。	アメリカから(来ました)。
<アメリカからに>来ました。	(アメリカから)来ました。
すみません、質問を<聞いても>いいですか。	すみません、質問を(しても)いいですか。
<すみません、質問を聞いてもいいですか>。	(すみません、質問しててもいいですか)。
勉強が<あるだから>買い物に行きません。	勉強が(あるから)買い物に行きません。
宿題が終わる<前で>、晩御飯を食べました。	宿題が終わる(前に)、晩御飯を食べました。
私は今、けっこん<しません>。	私は今、けっこん(していません)。
日本とアメリカは<違うです>。	日本とアメリカは(違います)。
バスは<便利ので>、よく使います	バスは(便利なので)、よく使います
じゃあ、<いっしょう>にすしやへ行きましょうか。	じゃあ、(いっしょ)にすしやへ行きましょうか。
病院に<行くほうがいい>ですよ。	病院に(行ったほうがいい)ですよ。
スミスさんは明日は<暑くないだ>と言っていました。	スミスさんは明日は(暑くない)と言っていました。
昨日は何も<たべました>。	昨日は何も(たべませんでした)。
<赤ちゃんを>食べます。	(赤ちゃんが)食べます。
<赤ちゃんを食べます>。	(赤ちゃんは食べます)。
学校で<待ってです>。	学校で(待っています)。
学校で<待ってです>。	学校で(待って)。
<すわて>ください。	(すわって)ください。
何度も<間違えたのに>、部長を怒らせてしまいました。	何度も(間違えたので)、部長を怒らせてしまいました。
あのレストランの料理は<おいしない>です。	あのレストランの料理は(おいしくない)です。
赤ちゃんの時、髪の毛は<きんぱつです>。	赤ちゃんの時、髪の毛は(きんぱつでした)。
森口さんはいつも<すしに>食べたがっています。	森口さんはいつも(すしを)食べたがっています。
<ガールフレンドを>花をあげました。	(ガールフレンドに)花をあげました。
<新幹線を>乗る。	(新幹線に)乗る。
パーティーにソーダを<つれていく>。	パーティーにソーダを(もっていく)。
時々朝ごはん<が>食べません。	時々朝ごはん(を)食べません。
お昼は何に<しますですか>。	お昼は何に(しますか)。
あれは<メアリーがもの>ですか。	あれは(メアリーのもの)ですか。
あれは<メアリーもの>ですか。	あれは(メアリーのもの)ですか。
髪の毛が<長いで>黒いです。	髪の毛が(長いくて)黒いです。
髪の毛が<長いで黒い>です。	髪の毛が(長くて黒い)です。
<まだ引っ越しました>。	(もう引っ越しました)。
まだ<引っ越しました>。	まだ(引っ越していません)。
まだ引っ越し<ました>。	まだ引っ越し(ません)。
一緒に<たべますませんか>。	一緒に(たべませんか)。
<元気くだして>ください。	(元気をだして)ください。
<元気くだして>ください。	(元気だして)ください。
<私は>友だちは日本人です。	(私の)友だちは日本人です。
あの綺麗な女の人は<だれますか>。	あの綺麗な女の人は(だれですか)。
<飲むをするじゃないです>。	(飲まないです)。
<飲むをするじゃないです>。	(飲むことじゃないです)。
<飲むをするじゃないです>。	(飲みません)。
これは<大きいじゃない>です。	これは(大きくない)です。
<オフィスにねむれない>ください。	(オフィスでねないで)ください。
オフィスに<ねむれないください>。	オフィスに(ねないでください)。
<オフィスにねむれないください>。	(オフィスでねむれないください)。
<オフィスにねむれないください>。	(オフィスでねないください)。
かいぎの<時間が>決めました。	かいぎの(時間を)決めました。
<かいぎの時間が決めました>。	(かいぎの時間が決まりました)。
私のクラスに男の学生が<三人がいます>。	私のクラスに男の学生が(三人います)。
私のしゅみは、ピアノや<映画を見ます>。	私のしゅみは、ピアノや(映画を見ることです)。
私のしゅみは、ピアノや映画<を見ます>。	私のしゅみは、ピアノや映画(です)。
私のしゅみは、ピアノや<映画を見ます>。	私のしゅみは、ピアノや(映画を見ることだ)。
私のしゅみは、ピアノや映画<を見ます>。	私のしゅみは、ピアノや映画(だ)。
子どもの時、歌うのは<きょうみでした>。	子どもの時、歌うのは(すきでした)。
子どもの時、<歌うのはきょうみでした>。	子どもの時、(歌うのにきょうみがありました)。
子どもの時、<歌うのはきょうみでした>。	子どもの時、(歌うのがきょうみでした)。
<ホテルに>はたらいています。	(ホテルで)はたらいています。
いつも<起こるません>。	いつも(起きません)。
<いつも起こるません>。	(いつもは起こりません)。
いつも<起こるません>。	いつも(起きられません)。
<およげられます>か。	(およげます)か。
<フロリダのアメリカ>に住んでいます。	(アメリカのフロリダ)に住んでいます。
これは<スーもの>ですか。	これは(スーのもの)ですか。
<これはスーものですか>。	(これはスーさんのものですか)。
<庭で>、綺麗な花があります。	(庭に)、綺麗な花があります。
「のぶ」というレストランのすしは本当に<おいしいでした>。	「のぶ」というレストランのすしは本当に(おいしかったです)。
「のぶ」というレストランのすしは<本当においしいでした>。	「のぶ」というレストランのすしは(本当においしいです)。
昨日、英語の本を<読みた>。	昨日、英語の本を(読んだ)。
うちのおばあさんはとても<元気なです>。	うちのおばあさんはとても(元気です)。
今日、田中さん<を>会います。	今日、田中さん(に)会います。
昨日、友達に<あいます>。	昨日、友達に(あいました)。
<好きません>。	(好きじゃないです)。
<好きません>。	(好きじゃありません)。
<好きません>。	(好きではありません)。
あそこに<レストランもが>あります。	あそこに(レストランも)あります。
<あそこにレストランもがあります>。	(あそこにもレストランがあります)。
今、<きゅうじはん>です。	今、(くじはん)です。
日本に行った時、おみやげが<買いたいでした>。	日本に行った時、おみやげが(買いたかったです)。
日本に行った時、<おみやげが買いたいでした>。	日本に行った時、(おみやげを買いたかったです)。
<いしょうに>食べませんか。	(いっしょに)食べませんか。
かれは<行きなければ>なりませんでした。	かれは(行かなければ)なりませんでした。
山田さんは妹に本を<買ってあげました>。	山田さんは妹に本を(買ってくれました)。
山田さんは<妹に>本を買ってあげました。	山田さんは(妹さんに)本を買ってあげました。
山田さんは<妹に本を買ってあげました>。	山田さんは(妹に本を買ってやりました)。
このレストランは<まずくいと>高いです。	このレストランは(まずくて)高いです。
スミスさんは明日<ゲームをするない>と言っていました。	スミスさんは明日(ゲームをしない)と言っていました。
夏休み<をに>勉強しました。	夏休み(に)勉強しました。
両親は私にピアノを習わせて<あげました>。	両親は私にピアノを習わせて(くれました)。
両親は私にピアノを<習わせてあげました>。	両親は私にピアノを(教えてくれました)。
<いつは>パーティーですか。	(いつ)パーティーですか。
<いつは>パーティーですか。	(いつが)パーティーですか。
<いつはパーティーですか>。	(パーティーはいつですか)。
このシャツの中で、<どのが>一番好きですか。	このシャツの中で、(どれが)一番好きですか。
あまり寿司<が>食べません。	あまり寿司(を)食べません。
コンピュータ<が>録音します。	コンピュータ(で)録音します。
これから日本に<行くます>。	これから日本に(行きます)。
どんなに勉強しても、上手に<なります>。	どんなに勉強しても、上手に(なりません)。
<どんなに>勉強しても、上手になります。	(何を)勉強しても、上手になります。
<去年>大学をそつぎょうするつもりですか。	(来年)大学をそつぎょうするつもりですか。
去年大学をそつぎょうするつもり<ですか>。	去年大学をそつぎょうするつもり(でしたか)。
妹、<医者が>行った。	妹、(医者に)行った。
<妹、医者が行った>。	(妹は医者に行った)。
妹、<医者が行った>。	妹、(医者に見に行った)。
でんきを<つけてあって>ください。	でんきを(つけておいて)ください。
でんきを<つけてあってください>。	でんきを(つけてください)。
いいえ、洋子さんの傘<じゃです>。	いいえ、洋子さんの傘(じゃないです)。
まどを<しまって>ください。	まどを(しめて)ください。
父は料理が<じょうずくない>と思います。	父は料理が(じょうずじゃない)と思います。
この本は、<面白いくない>。	この本は、(面白くない)。
私はピアノを<弾くじゃない>です。	私はピアノを(弾かない)です。
私はピアノを<弾くじゃないです>。	私はピアノを(弾きません)。
<ゲームに勉強に>どちらが好きですか。	(ゲームと勉強と)どちらが好きですか。
<ゲームに勉強にどちらが好きですか>。	(ゲームと勉強と、どちらが好きですか)。
<ゲームに勉強にどちらが好きですか>。	(ゲームと勉強で、どちらが好きですか)。
土曜日<を>図書館で勉強しました。	土曜日(に)図書館で勉強しました。
あなたのたんじょうびは、<どこですか>。	あなたのたんじょうびは、(いつですか)。
<なぜが>いらっしゃるんですか。	(なぜ)いらっしゃるんですか。
<なぜがいらっしゃるんですか>。	(どうしていらっしゃるんですか)。
私は<日本人>を話します。	私は(日本ご)を話します。
私は日本人<を>話します。	私は日本人(と)話します。
雨が降っているので、<傘がもちてたきました>。	雨が降っているので、(傘をもってきました)。
<雨が降っているので、傘がもちてたきました>。	(雨が降っていたので、傘をもってきました)。
<だれは>学生ですか。	(だれが)学生ですか。
わたしはテニスを<しますのが>好きです。	わたしはテニスを(するのが)好きです。
この紙<で>名前をかいてください。	この紙(に)名前をかいてください。
昨日は何を<したでますか>。	昨日は何を(しましたか)。
昨日は<何をしたでますか>。	昨日は(何をしまたか)。
友人は<野菜しか食べたがるでしょう>。	友人は(野菜だけ食べたがるでしょう)。
友人は野菜しか<食べたがるでしょう>。	友人は野菜しか(食べないでしょう)。
友人は野菜しか<食べたがるでしょう>。	友人は野菜しか(食べたがらないでしょう)。
お茶を<飲むながら>、ブラウンさんと話しました。	お茶を(飲みながら)、ブラウンさんと話しました。
<便利コンビニに>おにぎりを買いたいです。	(便利なコンビニで)おにぎりを買いたいです。
便利コンビニ<に>おにぎりを買いたいです。	便利コンビニ(で)おにぎりを買いたいです。
<便利コンビニ>におにぎりを買いたいです。	(便利なコンビニ)におにぎりを買いたいです。
<便利コンビニに>おにぎりを買いたいです。	(コンビニで)おにぎりを買いたいです。
私は日本語<を>上手です。	私は日本語(が)上手です。
私は日本語<を上手です>。	私は日本語(が得意です)。
大学で写真を<とりては>いけません。	大学で写真を(とっては)いけません。
朝、学校に<行きたいつもりでした>。	朝、学校に(行くつもりでした)。
パーティーに着物を<着ったり>、ドレスを着たりする。	パーティーに着物を(着たり)、ドレスを着たりする。
よく眠れないと、病気に<あります>。	よく眠れないと、病気に(なります)。
大学は右に<まがりて>すぐです。	大学は右に(まがって)すぐです。
大学は右に<まがりて>すぐです。	大学は右に(まがると)すぐです。
<大学は右にまがりてすぐです>。	(右にまがったら、大学です)。
日本語を<話すます>。	日本語を(話します)。
ここで写真を<とては>いけません。	ここで写真を(とっては)いけません。
安い本屋は<どれ>にありますか。	安い本屋は(どこ)にありますか。
<教室に携帯を使う>いいですか。	(教室で携帯を使っても)いいですか。
教室に携帯を<使ういいですか>。	教室に携帯を(使ってもいいですか)。
明日、<ひまの人>は田中さんです。	明日、(ひまな人)は田中さんです。
日本で<たくさんところ>へいきました。	日本で(いろいろなところ)へいきました。
日本で<たくさんところ>へいきました。	日本で(たくさんのところ)へいきました。
森本さんは<明日に>来ると言いました。	森本さんは(明日)来ると言いました。
夏休みにヨーロッパに旅行<ほしいしたい>。	夏休みにヨーロッパに旅行(したい)。
学校でたくさん<知らなかった>ことを習いました。	学校でたくさん(知らない)ことを習いました。
学校で<たくさん知らなかったことを習いました>。	学校で(知らなかったことをたくさん習いました)。
<全然に>味がない。	(全然)味がない。
この本は<面白くじゃありません>。	この本は(面白くありません)。
この本は<面白くじゃありません>。	この本は(面白くないです)。
<がこ>に行きます。	(がっこう)に行きます。
トマト<を>好きですか。	トマト(が)好きですか。
田中さんは医者になりたいと<言ていました>。	田中さんは医者になりたいと(言っていました)。
コイン<に>入れてください。	コイン(を)入れてください。
このゲームは<かんたんと>面白いです。	このゲームは(かんたんで)面白いです。
大学は<右で>まがってすぐです。	大学は(右に)まがってすぐです。
大学は<右でまがってすぐです>。	大学は(右にまがってください)。
大学は<右でまがってすぐです>。	大学は(右へまがってすぐです)。
このくつをもっと<安くにしてください>。	このくつをもっと(安くしてください)。
あの人は<太りていません>。	あの人は(太っていません)。
<行きませんだった>。	(行きませんでした)。
<行きませんだった>。	(行かなかった)。
<どれ>くつが一番好きですか。	(どの)くつが一番好きですか。
かんじを<わすれしまった>。	かんじを(わすれてしまった)。
学校の後で、ピアノの練習を<しなければ行きません>。	学校の後で、ピアノの練習を(しなければいけません)。
学校の後で、<ピアノの練習を>しなければ行きません。	学校の後で、(ピアノを練習)しなければ行きません。
学校の後で、ピアノの練習を<しなければ行きません>。	学校の後で、ピアノの練習を(しなければ行けません)。
このコンピュータの<使いことが>知っていますか。	このコンピュータの(使いかたを)知っていますか。
このコンピュータの<使いこと>が知っていますか。	このコンピュータの(使い方)が知っていますか。
このコンピュータの<使いこと>が知っていますか。	このコンピュータの(使いかた)が知っていますか。
今、田中さんはりょうに<すんでいり>、とても便利です。	今、田中さんはりょうに(すんでいて)、とても便利です。
今、田中さんは<りょうにすんでいり>、とても便利です。	今、田中さんは(りょうにすんでいるから、)、とても便利です。
時に<行きますです>。	時に(行きます)。
<5時に行きますです>。	(5時に行きます)。
もう日本に<行きましたです>。	もう日本に(行きました)。
だんだん<くらいになる>。	だんだん(くらくなる)。
ここに<私は>机があります。	ここに(私の)机があります。
川本さんはよく<勉強するいく>と思います。	川本さんはよく(勉強する)と思います。
川本さんはよく<勉強するいく>と思います。	川本さんはよく(勉強していく)と思います。
もっと<地味なは>ありますか。	もっと(地味なのは)ありますか。
もっと<地味なは>ありますか。	もっと(地味が)ありますか。
風が<ふって>います。	風が(ふいて)います。
このレストランは<安くで>、おいしいです。	このレストランは(安くて)、おいしいです。
<五分>ごろかかります。	(五分)ぐらいかかります。
<小さいな>犬は、可愛いです。	(小さい)犬は、可愛いです。
<小さいな犬は>、可愛いです。	(小さな犬は)、可愛いです。
すずきさんは2時に<レストラント>に行きます。	すずきさんは2時に(レストラン)に行きます。
山元さんは今りょうに<すみます>か。	山元さんは今りょうに(すんでいます)か。
学校へ勉強を<しにに>行きます。	学校へ勉強を(しに)行きます。
私はアメリカ人<と>高校生です。	私はアメリカ人(で)高校生です。
<静かから>、図書館で勉強します。	(静かだから)、図書館で勉強します。
<静かから>、図書館で勉強します。	(静かですから)、図書館で勉強します。
カレーは<からいじゃありませんでした>。	カレーは(からくありませんでした)。
カレーは<からいじゃありませんでした>。	カレーは(からくなかったです)。
<つかて>ください。	(つかって)ください。
有名<で>なっています。	有名(に)なっています。
山田さん<が>存じません。	山田さん(を)存じません。
山田さんが<存じません>。	山田さんが(存じていません)。
<一時間に>勉強しました。	(一時間)勉強しました。
<一時間に勉強しました>。	(一時間に勉強します)。
なにか食べますか。ええ、<なんか>結構です。	なにか食べますか。ええ、(なんでも)結構です。
なにか食べますか。ええ、<なんか結構>です。	なにか食べますか。ええ、(結構)です。
今日、田中さんは車について<教えてになります>。	今日、田中さんは車について(お教えになります)。
今日、田中さんは車について<教えてになります>。	今日、田中さんは車について(教えてくれます)。
ええ、<いつも>いいですよ。	ええ、(いつでも)いいですよ。
明日、<はたらくなきゃいけません>。	明日、(はたらかなきゃいけません)。
弟はバイク<に>ほしがっています。	弟はバイク(を)ほしがっています。
弟はバイク<にほしがっています>。	弟はバイク(がほしがっています)。
毎朝新聞を<よみた>。	毎朝新聞を(よんだ)。
毎朝新聞<をよみた>。	毎朝新聞(をよむ)。
私のしゅみは料理<するです>。	私のしゅみは料理(することです)。
私のしゅみは料理<するだ>。	私のしゅみは料理(することだ)。
本を<よむが>スポーツをするより好きです。	本を(よむのが)スポーツをするより好きです。
本を<よむが>スポーツをするより好きです。	本を(よむほうが)スポーツをするより好きです。
<家も>勉強しました。	(家で)勉強しました。
<家も勉強しました>。	(家でも勉強しました)。
<家も勉強しました>。	(家にも勉強しました)。
本は、<何枚>ありますか。	本は、(何さつ)ありますか。
本は、<何枚>ありますか。	本は、(何冊)ありますか。
いま宿題を<しっています>。	いま宿題を(しています)。
時から9時までテレビを<みまる>。	時から9時までテレビを(みます)。
時から9時までテレビを<みまる>。	時から9時までテレビを(みる)。
ラーメン<で>食べたいです。	ラーメン(が)食べたいです。
<ラーメンで食べたいです>。	(ラーメンを食べたいです)。
父はハイキングを<するが>好きです。	父はハイキングを(するのが)好きです。
教室に、机が<います>。	教室に、机が(あります)。
子ども<が>うちにいれました。	子ども(を)うちにいれました。
子どもがうちに<いれました>。	子どもがうちに(きました)。
子どもが<うちにいれました>。	子どもが(うちにはいりました)。
<子どもがうちにいれました>。	(子どもがうちにいました)。
バス<に>おります。	バス(を)おります。
私の<お姉さん>です。	私の(姉)です。
学校<に>テニスの試合がありました。	学校(で)テニスの試合がありました。
<学校にテニスの試合>がありました。	(学校にテニス試合)がありました。
このテストは<ほとんど難しかった>。	このテストは(難しかった)。
このテストは<ほとんど難しかった>。	このテストは(ほとんど難しくなかった)。
このテストは<ほとんど>難しかった。	このテストは(とっても)難しかった。
魚<じゃないす>。	魚(じゃないです)。
魚<じゃないす>。	魚(じゃない)。
駅の北口を<出って>ください。	駅の北口を(出て)ください。
１００万円<あるたら>、新しい車を買いたい。	１００万円(あったら)、新しい車を買いたい。
日本に<行くのこと>があります。	日本に(行くこと)があります。
日本に<行くのことが>あります。	日本に(行ったことが)あります。
<時々に>本を読みます。	(時々)本を読みます。
学校のルールを<守りなくてはいけません>。	学校のルールを(守らなくてはいけません)。
学校のルールを<守りなくてはいけません>。	学校のルールを(守ってはいけません)
もう少し<やった>みましょうか。	もう少し(やって)みましょうか。
その問題は、<あまり出来ました>。	その問題は、(あまり出来ませんでした)。
その問題は、<あまり出来ました>。	その問題は、(あまり出来ません)。
明日、<早い>おきなければいけません。	明日、(早く)おきなければいけません。
先生の目は<青いあります>。	先生の目は(青いです)。
先生<の目は青いあります>。	先生(は目が青いです)。
<私に>ラーメンが好きです。	(私は)ラーメンが好きです。
靴も時計<を>買いました。	靴も時計(も)買いました。
<靴も時計を>買いました。	(靴と時計を)買いました。
私の先生は<厳しいではありません>。	私の先生は(厳しくありません)。
私の先生は<厳しいではありません>。	私の先生は(厳しくないです)
私の先生は<厳しいではありません>。	私の先生は(厳しくはありません)。
東京で、親友に全然<会あなかった>。	東京で、親友に全然(会わなかった)。
車を<持つ人>と付き合いたいです。	車を(持っている人)と付き合いたいです。
スポーツの中で、<テニスほど>すきじゃないです。	スポーツの中で、(テニスが)すきじゃないです。
スポーツの中で、<テニスほどすきじゃないです>。	スポーツの中で、(テニスはあまりすきじゃないです)。
スポーツの中で、<テニスほどすきじゃない>です。	スポーツの中で、(テニスのほうがすきじゃない)です。
パソコンを<使うすぎた>ので、手がいたいです。	パソコンを(使いすぎた)ので、手がいたいです。
そんなにポテトチップを<食べないの方>がいいですよ。	そんなにポテトチップを(食べない方)がいいですよ。
お水<をもいいですか>。	お水(でもいいですか)。
<お水をもいいですか>。	(お水をのんでもいいですか)。
<お水をもいいですか>。	(お水もいいですか)。
友人は<野菜しか食べるでしょう>。	友人は(野菜しか食べないでしょう)。
友人は野菜しか<食べるでしょう>。	友人は野菜しか(食べません)。
<漢字を上手で>書けます。	(漢字が上手に)書けます。
漢字を<上手で書けます>。	漢字を(上手に書けます)。
明日テストがあるので、今夜勉強<しなければなります>。	明日テストがあるので、今夜勉強(しなければなりません)。
